Transaction ID,Date,Customer ID,Gender,Age,Generation,Product Category,Quantity,Price per Unit,Total Sales, Commission 2023 ,,,
308,8/5/2023,CUST308,Female,34,Adult,Beauty,4,300,1200, £18.00 ,,,
309,12/23/2023,CUST309,Female,26,Young Adult,Beauty,1,25,25, £0.38 ,,,
310,10/12/2023,CUST310,Female,28,Young Adult,Beauty,1,25,25, £0.38 ,,,
311,12/5/2023,CUST311,Female,32,Adult,Beauty,4,25,100, £1.50 ,,,
312,9/7/2023,CUST312,Male,41,Adult,Clothing,4,30,120, £1.80 ,,,
313,3/21/2023,CUST313,Female,55,Senior,Beauty,3,500,1500, £22.50 ,,,
314,4/8/2023,CUST314,Male,52,Senior,Clothing,4,30,120, £1.80 ,,,
315,6/1/2023,CUST315,Male,47,Adult,Clothing,2,30,60, £0.90 ,,,
316,4/22/2023,CUST316,Female,48,Adult,Clothing,2,25,50, £0.75 ,,,
317,1/30/2023,CUST317,Male,22,Young Adult,Electronics,3,30,90, £1.35 ,,,
318,10/24/2023,CUST318,Male,61,Senior,Clothing,1,25,25, £0.38 ,,,
319,10/5/2023,CUST319,Male,31,Adult,Clothing,1,500,500, £7.50 ,,,
320,2/1/2023,CUST320,Female,28,Young Adult,Electronics,4,300,1200, £18.00 ,,,
321,6/10/2023,CUST321,Female,26,Young Adult,Electronics,2,25,50, £0.75 ,,,
322,1/30/2023,CUST322,Male,51,Senior,Electronics,1,500,500, £7.50 ,,,
323,1/26/2023,CUST323,Female,29,Young Adult,Beauty,3,300,900, £13.50 ,,,
324,10/27/2023,CUST324,Female,52,Senior,Electronics,3,50,150, £2.25 ,,,
325,9/2/2023,CUST325,Female,52,Senior,Electronics,2,25,50, £0.75 ,,,
326,9/15/2023,CUST326,Female,18,Young Adult,Clothing,3,25,75, £1.13 ,,,
327,9/29/2023,CUST327,Male,57,Senior,Electronics,3,50,150, £2.25 ,,,
328,3/22/2023,CUST328,Male,39,Adult,Beauty,2,50,100, £1.50 ,,,
329,1/30/2023,CUST329,Female,46,Adult,Electronics,4,25,100, £1.50 ,,,
330,9/18/2023,CUST330,Female,25,Young Adult,Beauty,4,50,200, £3.00 ,,,
331,2/11/2023,CUST331,Male,28,Young Adult,Electronics,3,30,90, £1.35 ,,,
332,4/6/2023,CUST332,Male,58,Senior,Electronics,4,300,1200, £18.00 ,,,
333,2/5/2023,CUST333,Female,54,Senior,Electronics,4,300,1200, £18.00 ,,,
334,11/1/2023,CUST334,Male,31,Adult,Electronics,3,300,900, £13.50 ,,,
335,2/4/2023,CUST335,Female,47,Adult,Beauty,4,30,120, £1.80 ,,,
336,12/12/2023,CUST336,Female,52,Senior,Beauty,3,50,150, £2.25 ,,,
337,5/1/2023,CUST337,Male,38,Adult,Clothing,1,500,500, £7.50 ,,,
338,7/26/2023,CUST338,Male,54,Senior,Beauty,2,50,100, £1.50 ,,,
339,3/3/2023,CUST339,Female,22,Young Adult,Electronics,2,25,50, £0.75 ,,,
340,10/19/2023,CUST340,Female,36,Adult,Clothing,4,300,1200, £18.00 ,,,
341,5/7/2023,CUST341,Male,31,Adult,Clothing,4,50,200, £3.00 ,,,
342,10/24/2023,CUST342,Female,43,Adult,Clothing,4,500,2000, £30.00 ,,,
343,11/1/2023,CUST343,Male,21,Young Adult,Electronics,2,25,50, £0.75 ,,,
344,1/21/2023,CUST344,Female,42,Adult,Beauty,1,30,30, £0.45 ,,,
345,11/14/2023,CUST345,Male,62,Senior,Electronics,1,30,30, £0.45 ,,,
346,2/11/2023,CUST346,Male,59,Senior,Clothing,2,500,1000, £15.00 ,,,
347,8/3/2023,CUST347,Male,42,Adult,Electronics,1,25,25, £0.38 ,,,
348,12/3/2023,CUST348,Female,35,Adult,Electronics,2,300,600, £9.00 ,,,
349,10/26/2023,CUST349,Female,57,Senior,Beauty,1,50,50, £0.75 ,,,
350,10/17/2023,CUST350,Male,25,Young Adult,Beauty,3,25,75, £1.13 ,,,
351,9/25/2023,CUST351,Female,56,Senior,Clothing,3,30,90, £1.35 ,,,
352,6/11/2023,CUST352,Male,57,Senior,Electronics,2,500,1000, £15.00 ,,,
353,5/14/2023,CUST353,Male,31,Adult,Electronics,1,500,500, £7.50 ,,,
354,4/15/2023,CUST354,Female,49,Adult,Beauty,4,50,200, £3.00 ,,,
355,12/9/2023,CUST355,Female,55,Senior,Electronics,1,500,500, £7.50 ,,,
356,6/10/2023,CUST356,Male,50,Adult,Electronics,3,500,1500, £22.50 ,,,
357,5/3/2023,CUST357,Female,40,Adult,Electronics,3,25,75, £1.13 ,,,
358,5/16/2023,CUST358,Female,32,Adult,Beauty,1,300,300, £4.50 ,,,
359,7/22/2023,CUST359,Male,50,Adult,Clothing,1,50,50, £0.75 ,,,
360,3/9/2023,CUST360,Male,42,Adult,Clothing,4,25,100, £1.50 ,,,
361,12/10/2023,CUST361,Female,34,Adult,Electronics,4,300,1200, £18.00 ,,,
362,11/27/2023,CUST362,Male,50,Adult,Clothing,1,25,25, £0.38 ,,,
363,6/3/2023,CUST363,Male,64,Senior,Beauty,1,25,25, £0.38 ,,,
364,8/23/2023,CUST364,Female,19,Young Adult,Beauty,1,500,500, £7.50 ,,,
365,6/11/2023,CUST365,Male,31,Adult,Clothing,1,300,300, £4.50 ,,,
366,2/7/2023,CUST366,Male,57,Senior,Clothing,2,50,100, £1.50 ,,,
367,1/5/2023,CUST367,Female,57,Senior,Electronics,1,50,50, £0.75 ,,,
368,8/23/2023,CUST368,Female,56,Senior,Clothing,4,300,1200, £18.00 ,,,
369,11/15/2023,CUST369,Male,23,Young Adult,Electronics,3,500,1500, £22.50 ,,,
370,10/16/2023,CUST370,Male,23,Young Adult,Electronics,2,30,60, £0.90 ,,,
371,2/21/2023,CUST371,Female,20,Young Adult,Beauty,1,25,25, £0.38 ,,,
372,2/7/2023,CUST372,Female,24,Young Adult,Beauty,3,500,1500, £22.50 ,,,
373,10/3/2023,CUST373,Female,25,Young Adult,Beauty,2,300,600, £9.00 ,,,
374,4/20/2023,CUST374,Female,59,Senior,Beauty,3,25,75, £1.13 ,,,
375,9/17/2023,CUST375,Male,32,Adult,Clothing,1,50,50, £0.75 ,,,
376,5/16/2023,CUST376,Female,64,Senior,Beauty,1,30,30, £0.45 ,,,
377,3/9/2023,CUST377,Female,46,Adult,Clothing,4,50,200, £3.00 ,,,
378,6/28/2023,CUST378,Male,50,Adult,Beauty,1,300,300, £4.50 ,,,
379,2/5/2023,CUST379,Female,47,Adult,Clothing,1,25,25, £0.38 ,,,
380,5/6/2023,CUST380,Male,56,Senior,Electronics,2,300,600, £9.00 ,,,
381,7/9/2023,CUST381,Female,44,Adult,Clothing,4,25,100, £1.50 ,,,
382,5/26/2023,CUST382,Female,53,Senior,Clothing,2,500,1000, £15.00 ,,,
383,3/22/2023,CUST383,Female,46,Adult,Beauty,3,30,90, £1.35 ,,,
384,8/13/2023,CUST384,Male,55,Senior,Clothing,1,500,500, £7.50 ,,,
385,10/6/2023,CUST385,Male,50,Adult,Electronics,3,500,1500, £22.50 ,,,
386,12/27/2023,CUST386,Female,54,Senior,Electronics,2,300,600, £9.00 ,,,
387,6/4/2023,CUST387,Male,44,Adult,Beauty,1,30,30, £0.45 ,,,
388,11/10/2023,CUST388,Male,50,Adult,Electronics,1,25,25, £0.38 ,,,
389,12/1/2023,CUST389,Male,21,Young Adult,Clothing,2,25,50, £0.75 ,,,
390,9/28/2023,CUST390,Male,39,Adult,Electronics,2,50,100, £1.50 ,,,
391,1/5/2023,CUST391,Male,19,Young Adult,Beauty,2,25,50, £0.75 ,,,
392,12/8/2023,CUST392,Male,27,Young Adult,Clothing,2,300,600, £9.00 ,,,
393,10/11/2023,CUST393,Female,22,Young Adult,Beauty,2,500,1000, £15.00 ,,,
394,6/3/2023,CUST394,Female,27,Young Adult,Clothing,1,500,500, £7.50 ,,,
395,12/6/2023,CUST395,Male,50,Adult,Electronics,2,500,1000, £15.00 ,,,
396,2/23/2023,CUST396,Female,55,Senior,Beauty,1,30,30, £0.45 ,,,
397,3/10/2023,CUST397,Female,30,Adult,Beauty,1,25,25, £0.38 ,,,
398,5/16/2023,CUST398,Female,48,Adult,Clothing,2,300,600, £9.00 ,,,
399,3/1/2023,CUST399,Female,64,Senior,Beauty,2,30,60, £0.90 ,,,
400,2/24/2023,CUST400,Male,53,Senior,Clothing,4,50,200, £3.00 ,,,
401,10/11/2023,CUST401,Female,62,Senior,Clothing,1,300,300, £4.50 ,,,
402,3/21/2023,CUST402,Female,41,Adult,Clothing,2,300,600, £9.00 ,,,
403,5/20/2023,CUST403,Male,32,Adult,Clothing,2,300,600, £9.00 ,,,
404,5/25/2023,CUST404,Male,46,Adult,Electronics,2,500,1000, £15.00 ,,,
405,11/6/2023,CUST405,Female,25,Young Adult,Clothing,4,300,1200, £18.00 ,,,
406,4/18/2023,CUST406,Female,22,Young Adult,Beauty,4,25,100, £1.50 ,,,
407,6/25/2023,CUST407,Female,46,Adult,Electronics,3,300,900, £13.50 ,,,
408,4/15/2023,CUST408,Female,64,Senior,Beauty,1,500,500, £7.50 ,,,
409,12/18/2023,CUST409,Female,21,Young Adult,Electronics,3,300,900, £13.50 ,,,
410,11/21/2023,CUST410,Female,29,Young Adult,Clothing,2,50,100, £1.50 ,,,
411,5/16/2023,CUST411,Male,62,Senior,Electronics,4,50,200, £3.00 ,,,
412,9/16/2023,CUST412,Female,19,Young Adult,Electronics,4,500,2000, £30.00 ,,,
413,9/8/2023,CUST413,Female,44,Adult,Beauty,3,25,75, £1.13 ,,,
414,5/9/2023,CUST414,Male,48,Adult,Beauty,4,25,100, £1.50 ,,,
415,1/27/2023,CUST415,Male,53,Senior,Clothing,2,30,60, £0.90 ,,,
416,2/17/2023,CUST416,Male,53,Senior,Electronics,4,500,2000, £30.00 ,,,
417,11/21/2023,CUST417,Male,43,Adult,Electronics,3,300,900, £13.50 ,,,
418,8/5/2023,CUST418,Female,60,Senior,Electronics,2,500,1000, £15.00 ,,,
419,5/22/2023,CUST419,Female,44,Adult,Clothing,3,30,90, £1.35 ,,,
420,1/23/2023,CUST420,Female,22,Young Adult,Clothing,4,500,2000, £30.00 ,,,
421,1/2/2023,CUST421,Female,37,Adult,Clothing,3,500,1500, £22.50 ,,,
422,6/20/2023,CUST422,Female,28,Young Adult,Clothing,3,30,90, £1.35 ,,,
423,3/8/2023,CUST423,Female,27,Young Adult,Clothing,1,25,25, £0.38 ,,,
424,11/23/2023,CUST424,Male,57,Senior,Beauty,4,300,1200, £18.00 ,,,
425,5/15/2023,CUST425,Female,55,Senior,Electronics,4,30,120, £1.80 ,,,
426,3/24/2023,CUST426,Male,23,Young Adult,Electronics,3,50,150, £2.25 ,,,
427,8/15/2023,CUST427,Male,25,Young Adult,Electronics,1,25,25, £0.38 ,,,
428,10/10/2023,CUST428,Female,40,Adult,Electronics,4,50,200, £3.00 ,,,
429,12/28/2023,CUST429,Male,64,Senior,Electronics,2,25,50, £0.75 ,,,
430,8/7/2023,CUST430,Female,43,Adult,Electronics,3,300,900, £13.50 ,,,
431,10/15/2023,CUST431,Male,63,Senior,Electronics,4,300,1200, £18.00 ,,,
432,1/5/2023,CUST432,Female,60,Senior,Electronics,2,500,1000, £15.00 ,,,
433,2/27/2023,CUST433,Male,29,Young Adult,Beauty,4,50,200, £3.00 ,,,
434,2/8/2023,CUST434,Female,43,Adult,Electronics,2,25,50, £0.75 ,,,
435,12/20/2023,CUST435,Female,30,Adult,Beauty,3,300,900, £13.50 ,,,
436,3/18/2023,CUST436,Female,57,Senior,Clothing,4,30,120, £1.80 ,,,
437,10/7/2023,CUST437,Female,35,Adult,Electronics,4,300,1200, £18.00 ,,,
438,1/19/2023,CUST438,Female,42,Adult,Clothing,1,30,30, £0.45 ,,,
439,7/9/2023,CUST439,Male,50,Adult,Clothing,3,25,75, £1.13 ,,,
440,10/26/2023,CUST440,Male,64,Senior,Clothing,2,300,600, £9.00 ,,,
441,10/10/2023,CUST441,Male,57,Senior,Beauty,4,300,1200, £18.00 ,,,
442,3/17/2023,CUST442,Female,60,Senior,Clothing,4,25,100, £1.50 ,,,
443,8/9/2023,CUST443,Male,29,Young Adult,Clothing,2,300,600, £9.00 ,,,
444,3/7/2023,CUST444,Female,61,Senior,Clothing,3,30,90, £1.35 ,,,
445,1/22/2023,CUST445,Female,53,Senior,Electronics,1,300,300, £4.50 ,,,
446,6/7/2023,CUST446,Male,21,Young Adult,Electronics,1,50,50, £0.75 ,,,
447,7/6/2023,CUST447,Male,22,Young Adult,Beauty,4,500,2000, £30.00 ,,,
448,1/21/2023,CUST448,Female,54,Senior,Beauty,2,30,60, £0.90 ,,,
449,7/3/2023,CUST449,Male,25,Young Adult,Electronics,4,50,200, £3.00 ,,,
450,4/18/2023,CUST450,Female,59,Senior,Beauty,2,25,50, £0.75 ,,,
451,12/16/2023,CUST451,Female,45,Adult,Electronics,1,30,30, £0.45 ,,,
452,5/8/2023,CUST452,Female,48,Adult,Clothing,3,500,1500, £22.50 ,,,
453,12/8/2023,CUST453,Female,26,Young Adult,Clothing,2,500,1000, £15.00 ,,,
454,2/22/2023,CUST454,Female,46,Adult,Beauty,1,25,25, £0.38 ,,,
455,7/1/2023,CUST455,Male,31,Adult,Electronics,4,25,100, £1.50 ,,,
456,10/14/2023,CUST456,Male,57,Senior,Electronics,2,30,60, £0.90 ,,,
457,7/28/2023,CUST457,Female,58,Senior,Beauty,3,300,900, £13.50 ,,,
458,11/14/2023,CUST458,Female,39,Adult,Electronics,4,25,100, £1.50 ,,,
459,3/21/2023,CUST459,Male,28,Young Adult,Clothing,4,300,1200, £18.00 ,,,
460,5/2/2023,CUST460,Male,40,Adult,Beauty,1,50,50, £0.75 ,,,
461,3/25/2023,CUST461,Female,18,Young Adult,Beauty,2,500,1000, £15.00 ,,,
462,4/1/2023,CUST462,Male,63,Senior,Electronics,4,300,1200, £18.00 ,,,
463,7/31/2023,CUST463,Female,54,Senior,Beauty,3,500,1500, £22.50 ,,,
464,1/13/2023,CUST464,Male,38,Adult,Electronics,2,300,600, £9.00 ,,,
465,4/2/2023,CUST465,Female,43,Adult,Electronics,3,50,150, £2.25 ,,,
466,6/20/2023,CUST466,Male,63,Senior,Electronics,4,25,100, £1.50 ,,,
467,7/30/2023,CUST467,Female,53,Senior,Electronics,3,50,150, £2.25 ,,,
468,12/9/2023,CUST468,Male,40,Adult,Electronics,1,25,25, £0.38 ,,,
469,5/8/2023,CUST469,Male,18,Young Adult,Beauty,3,25,75, £1.13 ,,,
470,5/17/2023,CUST470,Female,57,Senior,Clothing,2,500,1000, £15.00 ,,,
471,3/23/2023,CUST471,Male,32,Adult,Clothing,3,50,150, £2.25 ,,,
472,12/26/2023,CUST472,Female,38,Adult,Beauty,3,300,900, £13.50 ,,,
473,2/25/2023,CUST473,Male,64,Senior,Beauty,1,50,50, £0.75 ,,,
474,7/15/2023,CUST474,Female,26,Young Adult,Clothing,3,500,1500, £22.50 ,,,
475,1/20/2023,CUST475,Male,26,Young Adult,Clothing,3,25,75, £1.13 ,,,
476,8/29/2023,CUST476,Female,27,Young Adult,Clothing,4,500,2000, £30.00 ,,,
477,4/24/2023,CUST477,Male,43,Adult,Clothing,4,30,120, £1.80 ,,,
478,4/13/2023,CUST478,Female,58,Senior,Clothing,2,30,60, £0.90 ,,,
479,8/24/2023,CUST479,Male,52,Senior,Electronics,4,300,1200, £18.00 ,,,
480,6/29/2023,CUST480,Female,42,Adult,Beauty,4,500,2000, £30.00 ,,,
481,6/6/2023,CUST481,Female,43,Adult,Electronics,4,300,1200, £18.00 ,,,
482,4/27/2023,CUST482,Female,28,Young Adult,Clothing,4,300,1200, £18.00 ,,,
483,4/25/2023,CUST483,Male,55,Senior,Clothing,1,30,30, £0.45 ,,,
484,1/13/2023,CUST484,Female,19,Young Adult,Clothing,4,300,1200, £18.00 ,,,
485,12/4/2023,CUST485,Male,24,Young Adult,Electronics,1,30,30, £0.45 ,,,
486,4/9/2023,CUST486,Female,35,Adult,Electronics,1,25,25, £0.38 ,,,
487,7/24/2023,CUST487,Male,44,Adult,Clothing,4,500,2000, £30.00 ,,,
488,6/18/2023,CUST488,Female,51,Senior,Electronics,3,300,900, £13.50 ,,,
489,5/23/2023,CUST489,Male,44,Adult,Electronics,1,30,30, £0.45 ,,,
490,2/5/2023,CUST490,Male,34,Adult,Clothing,3,50,150, £2.25 ,,,
491,5/23/2023,CUST491,Female,60,Senior,Electronics,3,300,900, £13.50 ,,,
492,6/29/2023,CUST492,Male,61,Senior,Beauty,4,25,100, £1.50 ,,,
493,11/25/2023,CUST493,Male,41,Adult,Beauty,2,25,50, £0.75 ,,,
494,9/18/2023,CUST494,Female,42,Adult,Beauty,4,50,200, £3.00 ,,,
495,7/24/2023,CUST495,Male,24,Young Adult,Beauty,2,30,60, £0.90 ,,,
496,12/14/2023,CUST496,Male,23,Young Adult,Clothing,2,300,600, £9.00 ,,,
497,10/2/2023,CUST497,Male,41,Adult,Clothing,4,30,120, £1.80 ,,,
498,6/19/2023,CUST498,Female,50,Adult,Clothing,4,25,100, £1.50 ,,,
499,1/15/2023,CUST499,Male,46,Adult,Beauty,2,30,60, £0.90 ,,,
500,3/1/2023,CUST500,Female,60,Senior,Beauty,4,25,100, £1.50 ,,,
501,5/14/2023,CUST501,Male,39,Adult,Electronics,2,30,60, £0.90 ,,,
502,4/2/2023,CUST502,Male,43,Adult,Electronics,3,50,150, £2.25 ,,,
503,10/25/2023,CUST503,Male,45,Adult,Beauty,4,500,2000, £30.00 ,,,
504,5/16/2023,CUST504,Female,38,Adult,Beauty,3,50,150, £2.25 ,,,
505,1/20/2023,CUST505,Male,24,Young Adult,Beauty,1,50,50, £0.75 ,,,
506,2/25/2023,CUST506,Male,34,Adult,Beauty,3,500,1500, £22.50 ,,,
507,11/2/2023,CUST507,Female,37,Adult,Electronics,3,500,1500, £22.50 ,,,
508,8/11/2023,CUST508,Male,58,Senior,Beauty,2,300,600, £9.00 ,,,
509,6/26/2023,CUST509,Female,37,Adult,Electronics,3,300,900, £13.50 ,,,
510,6/10/2023,CUST510,Female,39,Adult,Beauty,4,50,200, £3.00 ,,,
511,8/12/2023,CUST511,Male,45,Adult,Beauty,2,50,100, £1.50 ,,,
512,11/7/2023,CUST512,Female,57,Senior,Beauty,1,25,25, £0.38 ,,,
513,9/19/2023,CUST513,Male,24,Young Adult,Electronics,4,25,100, £1.50 ,,,
514,3/1/2023,CUST514,Female,18,Young Adult,Electronics,1,300,300, £4.50 ,,,
515,7/17/2023,CUST515,Female,49,Adult,Clothing,3,300,900, £13.50 ,,,
516,10/23/2023,CUST516,Male,30,Adult,Beauty,4,25,100, £1.50 ,,,
517,4/8/2023,CUST517,Female,47,Adult,Clothing,4,25,100, £1.50 ,,,
518,5/11/2023,CUST518,Female,40,Adult,Clothing,1,30,30, £0.45 ,,,
519,1/23/2023,CUST519,Female,36,Adult,Electronics,4,30,120, £1.80 ,,,
520,12/29/2023,CUST520,Female,49,Adult,Electronics,4,25,100, £1.50 ,,,
521,8/12/2023,CUST521,Female,47,Adult,Clothing,4,30,120, £1.80 ,,,
522,1/1/2023,CUST522,Male,46,Adult,Beauty,3,500,1500, £22.50 ,,,
523,9/24/2023,CUST523,Female,62,Senior,Electronics,1,300,300, £4.50 ,,,
524,10/3/2023,CUST524,Male,46,Adult,Beauty,4,300,1200, £18.00 ,,,
525,12/18/2023,CUST525,Female,47,Adult,Beauty,2,25,50, £0.75 ,,,
526,12/10/2023,CUST526,Male,33,Adult,Clothing,2,50,100, £1.50 ,,,
527,4/11/2023,CUST527,Male,57,Senior,Clothing,2,25,50, £0.75 ,,,
528,7/6/2023,CUST528,Female,36,Adult,Clothing,2,30,60, £0.90 ,,,
529,8/9/2023,CUST529,Female,35,Adult,Clothing,3,50,150, £2.25 ,,,
530,2/5/2023,CUST530,Female,18,Young Adult,Electronics,4,30,120, £1.80 ,,,
531,12/7/2023,CUST531,Male,31,Adult,Electronics,1,500,500, £7.50 ,,,
532,6/19/2023,CUST532,Female,64,Senior,Clothing,4,30,120, £1.80 ,,,
533,11/16/2023,CUST533,Male,19,Young Adult,Electronics,3,500,1500, £22.50 ,,,
534,6/10/2023,CUST534,Male,45,Adult,Clothing,2,500,1000, £15.00 ,,,
535,12/6/2023,CUST535,Male,47,Adult,Beauty,3,30,90, £1.35 ,,,
536,3/5/2023,CUST536,Female,55,Senior,Beauty,4,30,120, £1.80 ,,,
537,6/3/2023,CUST537,Female,21,Young Adult,Beauty,1,500,500, £7.50 ,,,
538,9/17/2023,CUST538,Male,18,Young Adult,Clothing,3,50,150, £2.25 ,,,
539,6/8/2023,CUST539,Male,25,Young Adult,Beauty,1,500,500, £7.50 ,,,
540,12/8/2023,CUST540,Female,46,Adult,Electronics,3,300,900, £13.50 ,,,
541,7/29/2023,CUST541,Male,56,Senior,Beauty,1,500,500, £7.50 ,,,
542,6/17/2023,CUST542,Female,20,Young Adult,Beauty,1,50,50, £0.75 ,,,
543,7/26/2023,CUST543,Male,49,Adult,Beauty,2,300,600, £9.00 ,,,
544,12/23/2023,CUST544,Female,27,Young Adult,Electronics,1,25,25, £0.38 ,,,
545,6/1/2023,CUST545,Male,27,Young Adult,Clothing,2,25,50, £0.75 ,,,
546,10/11/2023,CUST546,Female,36,Adult,Electronics,4,50,200, £3.00 ,,,
547,3/7/2023,CUST547,Male,63,Senior,Clothing,4,500,2000, £30.00 ,,,
548,4/9/2023,CUST548,Female,51,Senior,Clothing,2,30,60, £0.90 ,,,
549,8/4/2023,CUST549,Female,50,Adult,Beauty,2,50,100, £1.50 ,,,
550,12/7/2023,CUST550,Male,40,Adult,Clothing,3,300,900, £13.50 ,,,
551,7/14/2023,CUST551,Male,45,Adult,Electronics,3,300,900, £13.50 ,,,
552,12/13/2023,CUST552,Female,49,Adult,Electronics,3,25,75, £1.13 ,,,
553,3/31/2023,CUST553,Male,24,Young Adult,Clothing,4,300,1200, £18.00 ,,,
554,11/12/2023,CUST554,Female,46,Adult,Beauty,3,50,150, £2.25 ,,,
555,10/19/2023,CUST555,Male,25,Young Adult,Beauty,1,300,300, £4.50 ,,,
556,6/4/2023,CUST556,Female,18,Young Adult,Electronics,1,50,50, £0.75 ,,,
557,7/27/2023,CUST557,Female,20,Young Adult,Beauty,3,30,90, £1.35 ,,,
558,10/8/2023,CUST558,Female,41,Adult,Clothing,1,25,25, £0.38 ,,,
559,1/1/2023,CUST559,Female,40,Adult,Clothing,4,300,1200, £18.00 ,,,
560,6/5/2023,CUST560,Female,25,Young Adult,Electronics,1,50,50, £0.75 ,,,
561,5/27/2023,CUST561,Female,64,Senior,Clothing,4,500,2000, £30.00 ,,,
562,4/18/2023,CUST562,Male,54,Senior,Electronics,2,25,50, £0.75 ,,,
563,8/9/2023,CUST563,Male,20,Young Adult,Clothing,2,30,60, £0.90 ,,,
564,10/24/2023,CUST564,Male,50,Adult,Electronics,2,50,100, £1.50 ,,,
565,11/7/2023,CUST565,Female,45,Adult,Beauty,2,30,60, £0.90 ,,,
566,12/2/2023,CUST566,Female,64,Senior,Clothing,1,30,30, £0.45 ,,,
567,6/14/2023,CUST567,Female,25,Young Adult,Clothing,3,300,900, £13.50 ,,,
568,8/27/2023,CUST568,Female,51,Senior,Electronics,1,300,300, £4.50 ,,,
569,8/15/2023,CUST569,Male,52,Senior,Electronics,4,50,200, £3.00 ,,,
570,8/15/2023,CUST570,Male,49,Adult,Clothing,1,500,500, £7.50 ,,,
571,12/12/2023,CUST571,Female,41,Adult,Electronics,1,50,50, £0.75 ,,,
572,4/20/2023,CUST572,Male,31,Adult,Clothing,4,500,2000, £30.00 ,,,
573,9/19/2023,CUST573,Male,49,Adult,Beauty,2,30,60, £0.90 ,,,
574,8/31/2023,CUST574,Female,63,Senior,Electronics,2,25,50, £0.75 ,,,
575,3/28/2023,CUST575,Male,60,Senior,Clothing,2,50,100, £1.50 ,,,
576,12/4/2023,CUST576,Female,33,Adult,Beauty,3,50,150, £2.25 ,,,
577,2/13/2023,CUST577,Male,21,Young Adult,Beauty,4,500,2000, £30.00 ,,,
578,5/26/2023,CUST578,Female,54,Senior,Clothing,4,30,120, £1.80 ,,,
579,9/21/2023,CUST579,Female,38,Adult,Electronics,1,30,30, £0.45 ,,,
580,12/6/2023,CUST580,Female,31,Adult,Clothing,3,500,1500, £22.50 ,,,
581,11/21/2023,CUST581,Female,48,Adult,Beauty,2,30,60, £0.90 ,,,
582,11/14/2023,CUST582,Male,35,Adult,Clothing,3,300,900, £13.50 ,,,
583,6/21/2023,CUST583,Female,24,Young Adult,Electronics,4,25,100, £1.50 ,,,
584,2/17/2023,CUST584,Female,27,Young Adult,Beauty,4,50,200, £3.00 ,,,
585,5/1/2023,CUST585,Female,24,Young Adult,Clothing,1,25,25, £0.38 ,,,
586,12/11/2023,CUST586,Male,50,Adult,Electronics,1,50,50, £0.75 ,,,
587,6/8/2023,CUST587,Female,40,Adult,Beauty,4,300,1200, £18.00 ,,,
588,4/26/2023,CUST588,Male,38,Adult,Electronics,2,30,60, £0.90 ,,,
589,4/12/2023,CUST589,Female,36,Adult,Beauty,2,500,1000, £15.00 ,,,
590,3/17/2023,CUST590,Male,36,Adult,Clothing,3,300,900, £13.50 ,,,
591,1/13/2023,CUST591,Male,53,Senior,Electronics,4,25,100, £1.50 ,,,
592,1/24/2023,CUST592,Female,46,Adult,Beauty,4,500,2000, £30.00 ,,,
593,5/6/2023,CUST593,Male,35,Adult,Electronics,2,30,60, £0.90 ,,,
594,9/1/2023,CUST594,Female,19,Young Adult,Electronics,2,300,600, £9.00 ,,,
595,11/9/2023,CUST595,Female,18,Young Adult,Clothing,4,500,2000, £30.00 ,,,
596,2/7/2023,CUST596,Female,64,Senior,Electronics,1,300,300, £4.50 ,,,
597,8/22/2023,CUST597,Male,22,Young Adult,Beauty,4,300,1200, £18.00 ,,,
598,8/1/2023,CUST598,Male,37,Adult,Beauty,4,30,120, £1.80 ,,,
599,11/19/2023,CUST599,Female,28,Young Adult,Beauty,2,50,100, £1.50 ,,,
600,10/22/2023,CUST600,Female,59,Senior,Beauty,2,500,1000, £15.00 ,,,
601,4/10/2023,CUST601,Male,19,Young Adult,Clothing,1,30,30, £0.45 ,,,
602,12/23/2023,CUST602,Female,20,Young Adult,Electronics,1,300,300, £4.50 ,,,
603,7/16/2023,CUST603,Female,40,Adult,Clothing,3,30,90, £1.35 ,,,
604,9/11/2023,CUST604,Female,29,Young Adult,Electronics,4,50,200, £3.00 ,,,
605,7/24/2023,CUST605,Male,37,Adult,Electronics,2,500,1000, £15.00 ,,,
606,5/5/2023,CUST606,Male,22,Young Adult,Electronics,1,50,50, £0.75 ,,,
607,3/17/2023,CUST607,Male,54,Senior,Clothing,3,25,75, £1.13 ,,,
608,12/2/2023,CUST608,Female,55,Senior,Electronics,3,500,1500, £22.50 ,,,
609,12/19/2023,CUST609,Female,47,Adult,Clothing,2,50,100, £1.50 ,,,
610,1/3/2023,CUST610,Female,26,Young Adult,Beauty,2,300,600, £9.00 ,,,
611,2/24/2023,CUST611,Male,51,Senior,Beauty,3,500,1500, £22.50 ,,,
612,8/6/2023,CUST612,Female,61,Senior,Electronics,1,500,500, £7.50 ,,,
613,4/23/2023,CUST613,Female,52,Senior,Clothing,3,30,90, £1.35 ,,,
614,4/1/2023,CUST614,Female,39,Adult,Beauty,4,300,1200, £18.00 ,,,
615,12/23/2023,CUST615,Female,61,Senior,Clothing,4,25,100, £1.50 ,,,
616,9/23/2023,CUST616,Male,41,Adult,Clothing,2,50,100, £1.50 ,,,
617,8/26/2023,CUST617,Male,34,Adult,Electronics,1,30,30, £0.45 ,,,
618,1/26/2023,CUST618,Female,27,Young Adult,Beauty,1,50,50, £0.75 ,,,
